"scenario","scenalpha","mag1","mag2","mag3","mag4","mag5","ef3_2","ef3_3","ef3_4","ef3_5","maska","maskb","siI","siI1","ramp","t1","t2","t3","t4","t5","t6","t7","t8","pS","pS2","pS3","pID","lambda","beta","hosp","cc","hosp2","cc2","hosp3","cc3","time","S","E","I","Ih","Ic","A","R","Rh","Rc","D","S2","E2","I2","Ih2","Ic2","A2","R2","Rh2","Rc2","D2","S3","E3","I3","Ih3","Ic3","A3","R3","Rh3","Rc3","D3","Id","It","Iht","Ict","Et"
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,66,2247778.53454272,7331.20781165633,1871.32384045422,5.37244152320908,5.80718581421386,8591.18105680548,15653.7817236511,6.37952350014601,2.70593693697662,2.70593693697662,2298201.7321638,7495.66482314918,5049.61530495029,193.755649612879,74.4332687994536,5647.58902711263,15459.9686649364,229.925429039322,34.6578343001997,34.6578343001998,1209120.17738633,3943.58748135714,4421.95066663357,272.384028688017,120.070725505178,1206.01724345231,7604.76516900112,323.231940770152,55.9076791330406,55.9076791330399,4414.97693791551,12014.713111981,671.82329994295,200.311180118845,18770.4601161626
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,67,2246719.05034657,6988.07585994463,1887.14567305805,5.66703634551065,6.14934034548631,8663.8186774713,16966.013357996,7.06978856166215,3.00495985454694,3.00495985454694,2297118.48113289,7144.83557833434,5092.30932322369,204.380183930127,78.8188566614257,5695.33885646851,16756.0353248402,254.819654971478,38.4905443400945,38.4905443400946,1208550.26193447,3759.01068255566,4459.33783994561,287.320127150427,127.145259847777,1216.21400481342,8242.30091086157,358.228543780274,62.0903482884295,62.0903482884288,4484.28244023578,12148.2736405081,709.480804280754,212.113456854689,17891.9221208346
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,68,2245654.71911068,6710.33861846842,1890.95098832155,5.93162833643305,6.46340474283135,8681.28887103857,18284.871545067,7.79502982112356,3.32040176106955,3.32040176106956,2296030.27433123,6860.86800784727,5102.57773175035,213.922668960788,82.8443972577678,5706.82324643069,18058.646910708,280.975294156102,42.5337058284452,42.5337058284453,1207977.73917346,3609.6108651271,4468.32989046581,300.73506767753,133.63899024212,1218.66644465251,8883.05610459053,394.998456751858,68.6125035164749,68.6125035164742,4525.94949869492,12205.3947677552,743.536157217471,222.94679224272,17180.8174914428
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,69,2244591.34163475,6481.11644757871,1886.00816650618,6.16469268019491,6.74716779665268,8658.59665884201,19603.172262277,8.55138032292836,3.65079462345085,3.65079462345086,2294943.04268471,6626.50382023113,5089.23999142649,222.32811289194,86.4815486217698,5691.90605544672,19360.7078971187,308.252885239412,46.768502157826,46.7685021578261,1207405.72945695,3486.30816974682,4456.65002454441,312.55154211558,139.506197340394,1215.48094559014,9523.54045821205,433.345623232016,75.4437911360661,75.4437911360654,4546.30566166397,12205.6774439236,773.779261446531,232.734913758816,16593.9284375567
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,70,2243533.12785633,6287.96537360532,1874.72567704328,6.36625964740532,6.9999599809878,8606.79924146306,20915.6915393543,9.33488908889099,3.99460174520837,3.99460174520838,2293861.09057012,6429.01989289872,5058.79516319808,229.597607740933,89.7217292866322,5657.85596104318,20657.0586657837,336.509936652137,51.1752366376507,51.1752366376508,1206836.49738545,3382.40876095895,4429.98947312613,322.77108563574,144.733038099546,1208.2097010299,10161.2159532931,473.069726854391,82.5524377753376,82.5524377753369,4550.14808380252,12163.6999937587,800.189680391245,241.454727367166,16099.394027463
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,71,2242483.11114583,6121.72433470172,1858.87543093209,6.5373775518094,7.22216300293624,8534.03140179892,22218.6559095542,10.1416757335262,4.35028044857273,4.35028044857273,2292787.51940384,6259.04965886821,5016.02460645546,235.768961006348,92.5698319410115,5610.02052955866,21943.9722337148,365.606502773249,55.7341359206753,55.7341359206754,1206271.67466304,3292.98474014948,4392.53527503803,331.446848475426,149.327405074694,1197.99465971911,10794.2492853149,513.974030377363,89.9065464050773,89.9065464050766,4541.12624015267,12090.3078994778,822.872587052225,249.119400018641,15673.7587337194
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,72,2241443.4625288,5975.64073023008,1839.76224154192,6.67971901497903,7.41484529890815,8446.28349369772,23509.3557557968,10.9680340068318,4.71632580964417,4.71632580964417,2291724.54891285,6109.6890400714,4964.44925531393,240.902495689619,95.0395514066905,5552.33764292553,23218.7723624168,395.408918175013,60.4259105772614,60.4259105772615,1205712.42912309,3214.40376295908,4347.37071405878,338.66363343748,153.311389828034,1185.67673863851,11421.3240114221,555.870625330777,97.4750006192934,97.4750006192927,4522.03376427754,11993.5938455904,842.01163467571,255.765786533633,15299.7335332606
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,73,2240415.71763719,5844.73962255715,1818.34599839474,6.79531265785087,7.57950782871934,8347.96233753944,24785.866497231,11.810490846922,5.09129787789464,5.09129787789464,2290673.7491771,5975.85149879543,4906.65929469566,245.071373809322,97.1501263577974,5487.704214881,24479.5581790572,425.791927340509,65.232103980447,65.2321039804471,1205159.58680942,3143.98972167464,4296.76401642972,344.52429256986,156.716026890196,1171.87456069126,12041.5050914591,598.583425998514,105.228027433063,105.228027433062,4495.02051225539,11879.6059496339,857.836640113746,261.445661076713,14964.5808430272
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,74,2239465.27364571,5666.94298747488,1794.31803567074,6.88617712663994,7.71773082477681,8237.65086039007,26046.5970562505,12.665833468322,5.47383654224737,5.47383654224738,2289701.98439068,5794.06644816002,4841.82181546642,248.348397624997,98.9218115327438,5415.18870347527,25724.7582057626,456.639661594286,70.1352828511845,70.1352828511846,1204648.32602909,3048.34973951194,4239.98580320237,349.131172166937,159.573989838132,1156.38919928248,12654.0195147907,641.949542799388,113.137504657251,113.13750465725,4459.70074504627,11746.7049334538,870.579279114226,266.213532195652,14509.3591751468
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,75,2238528.62101852,5508.26012110347,1767.58744217114,6.95381509576744,7.83067437249969,8114.93169303702,27289.5588702329,13.5310667356866,5.86264936814348,5.86264936814349,2288744.32034275,5631.82393504967,4769.69150165048,250.787760961159,100.369476429285,5334.51674249842,26952.4083761547,487.844101791756,75.1188813595127,75.118881359513,1204144.48386967,2962.99139455638,4176.82125105318,352.560458560726,161.909265142034,1139.16206474169,13257.9011563291,685.817121117361,121.17670941304,121.176709413039,4416.06451487015,11594.5116454363,880.411450561471,270.109415943818,14103.0754507095
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,76,2237606.92253381,5364.23768940765,1739.02362764867,6.99985370581109,7.91967827333533,7983.79626603739,28513.1839549534,14.403386701115,6.25650473298681,6.25650473298682,2287801.94589547,5484.57072620048,4692.61438561482,252.448146469485,101.510294044047,5248.31218067017,28160.9600213112,519.304123945581,80.1671131376751,80.1671131376754,1203648.6858103,2885.51915897643,4109.32478170792,354.8946485306,163.749555121003,1120.75346816535,13852.3882251723,730.043999631585,129.320176197435,129.320176197433,4366.03989848484,11428.4849711157,887.522176144282,273.179527438385,13734.3275745846
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,77,2236700.94657427,5231.57209957116,1709.26719009629,7.02609696606004,7.986310729774,7847.18554307222,29716.4274916295,15.2802051955232,6.6542442349141,6.65424423491411,2286875.64666825,5348.92912108891,4612.31906964556,253.394615517736,102.364364893036,5158.50832076979,29349.3811930712,550.926386106104,85.2651303289547,85.265130328955,1203161.34517773,2814.15597125527,4039.01013305939,356.225206131922,165.127284570817,1101.57625766925,14436.9731055803,774.498957103644,137.543953450105,137.543953450103,4311.12068843376,11252.7202716106,892.123878809346,275.477960193627,13394.6571919153
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,78,2235811.17014413,5107.81255490164,1678.78918119879,7.03440871780108,8.03225347679784,7707.26210657149,30898.6306051927,16.1591638773286,7.0547909681069,7.05479096810691,2285965.91036569,5222.39334562866,4530.07664898145,253.694387286891,102.953244685768,5066.5267807007,30517.021132694,582.625835022226,90.3991296559835,90.3991296559839,1202682.71856104,2747.5835041263,3966.9904038486,356.646628899891,166.07722570721,1081.93401336463,15011.3356890516,819.062424647507,145.825774655625,145.825774655623,4252.47070600388,11070.2943828032,894.438148774358,277.062723869776,13077.7894046566
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,79,2234937.85751202,4991.13583084144,1647.9359013826,7.02663192525021,8.05921990384581,7565.6158102302,32059.4166499847,17.0381371015744,7.4571533067046,7.45715330670461,2285073.00718462,5103.09927585373,4446.82158763829,253.413928017021,103.298894854988,4973.41268338871,31663.5078341748,614.325809613976,95.5564009206214,95.5564009206217,1202212.94811506,2684.82101257095,3894.08390468497,356.252355876304,166.634805231239,1062.04991655311,15575.2929856739,863.626631192505,154.145136580203,154.145136580201,4191.00349573158,10883.5272295145,894.685835808648,277.992919990073,12779.0561192661
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,80,2234081.11651069,4880.18495370978,1616.96099095171,7.00453933021411,8.06890183482222,7423.41110829864,33198.6169198723,17.9152255090214,7.86042490083975,7.86042490083976,2284197.04737674,4989.6594978282,4363.2383137483,252.617171379367,103.423000410532,4879.93150671204,32788.6746695099,645.957809762805,100.725326952781,100.725326952781,1201752.09184493,2625.13855623595,3820.88998962872,355.132265787155,166.835003937191,1042.08743159377,16128.7630310614,908.095278445954,162.483299189132,162.48329918913,4127.44034980776,10694.170177008,893.080882679281,278.326906182544,12494.9830077739
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,81,2233240.94118249,4773.94692222453,1586.0497605155,6.96980190651376,8.0629331302799,7281.49875573295,34316.2143332901,18.78874530607,8.26378270100985,8.26378270100986,2283338.02485076,4881.03828616122,4279.82687325613,251.364380792969,103.346503411225,4786.64251188556,33892.5047674633,677.461109692756,105.895358287501,105.895358287501,1201300.14654594,2567.99122365821,3747.84654916552,353.371077673636,166.711604140919,1022.16598620443,16671.7375262459,952.382997379734,170.823244797552,170.82324479755,4062.3549514248,10503.5494839927,889.826301055543,278.121040682424,12222.976432044
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,82,2232417.24238529,4671.66486770501,1555.33667344604,6.92397262091623,8.04286789820976,7140.49606955132,35412.3029826197,19.6572141447199,8.66648336146129,8.66648336146129,2282495.84846487,4776.4617937472,4196.95010491962,249.711563767179,103.089323682402,4693.95150490905,34975.0910612425,708.782248732854,111.056967065054,111.056967065055,1200857.06426693,2512.97188167075,3675.27132137841,351.047527567777,166.296739160203,1002.37223843171,17204.2621851116,996.414632337915,179.149603705214,179.149603705212,3996.20616761223,10312.6700944408,885.111994696687,277.428930740815,11961.098543123
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,83,2231609.87141521,4572.77019120108,1524.91885546031,6.86847807229588,8.0101666372339,7000.84895085915,36487.0568885809,20.5193360328703,9.06785897501849,9.0678589750185,2281670.36617939,4675.3486665639,4114.87009482816,247.71017037077,102.670181206893,4602.15160801722,36036.6054277916,739.874487109068,116.201592361883,116.201592361883,1200422.76501744,2459.77467075365,3603.3938151879,348.233944596687,165.620606807882,982.768783210877,17726.4215540006,1040.12447598254,187.448566008036,187.448566008034,3929.36386029896,10122.2963131681,879.11354769176,276.300954652008,11707.8935285186
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,84,2230818.63687231,4476.83403965118,1494.8657568616,6.80461770148205,7.96619000885965,6862.87624386666,37540.7076698658,21.3739853650286,9.46731218722207,9.46731218722208,2280861.38230082,4577.26043132147,4033.77424918273,245.407064736154,102.106516301401,4511.45241998946,37077.2766325055,770.697230014067,121.321577565855,121.321577565855,1199997.14584004,2408.16890319374,3532.37814229862,344.996210922835,164.711340625758,963.400379418837,18238.3281627081,1083.45545964394,195.707780576094,195.707780576093,3862.12792924966,9933.01008863944,871.991940296489,274.784046936019,11462.2633741664
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,85,2230043.31715234,4383.53130106046,1465.22632380087,6.7335671544527,7.91219712256225,6726.80265890305,38573.5279862389,22.220191132788,9.86431112236598,9.86431112236599,2280068.67025378,4481.86468296389,3953.7946453671,242.844646353076,101.414467635971,4422.00165876827,38097.3739762878,801.215458160469,126.410105340562,126.410105340563,1199580.08752983,2357.97969544851,3462.33996294208,341.393932260192,163.594974427103,944.298571558032,18740.114480463,1126.35835278561,203.916250142419,203.916250142418,3794.74289254967,9745.2547170634,863.893784953356,272.921639185636,11223.3756794729
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,86,2229283.66984896,4292.6134422792,1436.0344100327,6.65638397901638,7.84934666179319,6592.78361760324,39585.8190599192,23.0571218626615,10.2583843500952,10.2583843500952,2279291.98219416,4388.90731313198,3875.02263513619,240.061055518985,100.608886666968,4333.90149395223,39097.1949706517,831.399184566112,131.461133109523,131.461133109524,1199171.45969212,2309.07335710252,3393.3592738961,337.480726698839,162.295465578958,925.485177486854,19231.9268533056,1168.79099934643,212.06422723046,212.064227230458,3727.409250396,9559.36818416954,854.951865104559,270.753698907719,10990.5941125137
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,87,2228539.4385403,4203.8888377998,1407.31269728177,6.5740151931012,7.77870033052944,6460.9232511764,40577.9016547837,23.8840712774824,10.6491159304793,10.6491159304793,2278531.0559479,4298.192397687,3797.5194234098,237.090446288454,99.7033818135407,4247.22037832688,40077.0564280471,861.222937434674,136.46932954626,136.46932954626,1198771.12439302,2261.34680937638,3325.48967233976,333.304608420552,160.834766264617,906.974814989868,19713.9211214148,1210.71759076798,220.143111704171,220.143111704169,3660.29211001113,9375.60771134212,845.285918310795,268.316848408687,10763.4280448632
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,88,2227810.35783567,4117.20808102572,1379.0756236103,6.48730554798049,7.70122751258329,6331.28784444194,41550.1093558445,24.700444989275,11.0361406767659,11.0361406767659,2277785.62017098,4209.56717847518,3721.32397023736,233.963284485279,98.7103781785958,4162.00188557741,41037.2878241248,890.665280236154,141.430013854516,141.430013854517,1198378.93887414,2214.71968379615,3258.76527560799,328.908406647803,159.232919821485,888.776789031626,20186.2593540036,1252.10799131786,228.145352818951,228.145352818949,3593.52792911409,9194.16839164938,835.003522193726,265.644525512664,10541.4949432971
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,89,2227096.15711038,4032.45305356283,1351.33156335727,6.39700602392566,7.61781065651701,6203.91584385667,42502.7835845415,25.5057482624675,11.4191396771798,11.4191396771798,2277055.3981679,4122.9108874165,3646.45887318903,230.706654096949,97.6411865701859,4078.27128927052,41978.2263744338,919.708370389081,146.339098368787,146.339098368787,1197994.75756162,2169.12844237024,3193.20587240437,324.330196376808,157.508172081711,870.89649666866,20649.1074275439,1292.93711767991,236.064356628697,236.064356628695,3527.22980775982,9015.19733475677,824.201025806098,262.767169308414,10324.4923833496
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,90,2226396.56321542,3949.52893168863,1324.08442189812,6.30378231438851,7.52925109367856,6078.82517900355,43436.2699715963,26.2995748074553,11.7978360864991,11.7978360864991,2276340.11066226,4038.12657365926,3572.93467068741,227.3445632554,96.5060780743959,3996.04037578523,42900.2134519557,948.337555102161,151.193034612745,151.193034612745,1197618.43352374,2124.52207772652,3128.82069123085,319.60372852895,155.677091668142,853.336454829213,21102.633263551,1333.1843707834,243.894398970895,243.894398970893,3461.49162359436,8838.80427875134,812.964494934955,259.712420836217,10112.1775830744
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,91,2225711.30247225,3868.358242335,1297.33482199338,6.20822294133029,7.43627491983672,5956.01870907877,44350.9156773796,27.0815966541487,12.1719912252745,12.1719912252745,2275639.47783622,3955.13502622402,3500.75304327451,223.898236915081,95.3143594433917,3915.31102467277,43803.5919404817,976.541006165375,155.988763300881,155.988763300881,1197249.81954393,2080.85891571942,3065.61120373895,314.758841401141,153.754691605232,836.097064883,21547.0055267075,1372.83312238808,251.630544812642,251.63054481264,3396.39131999827,8665.06969623286,801.370627226012,256.50532596846,9904.35218427844
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,92,2225040.10215379,3788.87638894087,1271.08099714056,6.11084702269844,7.33953887832392,5835.48832424102,45247.0673932542,27.8515548844597,12.5414009222501,12.5414009222501,2274953.2208448,3873.87019949004,3429.9092242508,220.386396985777,94.0744485027758,3836.07790476266,44688.7042605759,1004.30938571862,160.723667457393,160.723667457393,1196888.76891744,2038.10420870623,3003.57323572748,309.821854479921,151.754550961097,819.177188382536,21982.3926538349,1411.87024521759,259.2685726252,259.268572625198,3331.99357767981,8494.05109394943,789.487636830594,253.168538342197,9700.85079713715
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,93,2224382.69150797,3711.02849706356,1245.31942168772,6.01211127941713,7.23963587726752,5717.21783844254,46125.0699515832,28.6092515820921,12.9058922577907,12.9058922577907,2274281.06286226,3794.27598804601,3360.39369998667,216.825515038601,92.7939448688505,3758.33037582452,45555.8909967057,1031.63555592214,165.395530674986,165.395530674986,1196535.13600188,1996.22843874521,2942.69845610618,304.815923698587,149.688928923838,802.574553154465,22408.9621785776,1450.28570481076,266.804907049915,266.804907049913,3268.35188035415,8325.78763746713,777.376059686561,249.722509669956,9501.53292385478
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,94,2223738.82084275,3634.74883206911,1220.04529464153,5.91241655476469,7.13710027765977,5601.18521057638,46985.2651197523,29.3545424080516,13.2653204878127,13.2653204878127,2273622.74859536,3716.28518266856,3292.19351544017,213.230047426283,91.4796977285899,3682.05394868475,46405.4897061199,1058.51431119354,170.002497687282,170.002497687282,1196188.78648346,1955.19624600393,2882.97552013831,299.761371972137,147.568874139607,786.286065100914,22826.8801454901,1488.07218309705,274.236555296281,274.23655529628,3205.51023707164,8160.30383831905,765.089508099042,246.185672145857,9306.23026074159
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,95,2223118.85796119,3550.34890478917,1195.08371690772,5.81208460908063,7.032384807545,5486.58748509763,47827.9510011823,30.0873293354733,13.6195660423153,13.6195660423153,2272988.87842249,3629.99195756277,3224.83671959758,209.611598389458,90.1375099376252,3606.72078405157,47237.7948199865,1084.94211619048,174.543035897427,174.543035897427,1195855.29738843,1909.79601930194,2823.99114008337,294.674512681985,145.403747383458,770.199006514445,23236.2913853893,1525.22471004958,281.561045082494,281.561045082493,3143.16265808341,7996.58341439782,752.671837809152,242.573642128628,9090.13688165388
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,96,2222511.82874715,3469.23347441959,1170.32952709409,5.71130088003415,6.92580392882307,5372.94186980189,48653.2846759839,30.8075448189446,13.968527963502,13.968527963502,2272368.23205109,3547.05690870641,3158.03954298782,205.976855718045,88.7714121249468,3532.0135085699,48052.9614833844,1110.91653488032,179.015851271178,179.015851271179,1195528.76554391,1866.16258208825,2765.49681887256,289.564747603848,143.200050594039,754.245603742095,23637.2722142056,1561.7398610643,288.776288959853,288.776288959851,3081.12591420471,7834.01605980421,740.150170849736,238.897266647809,8882.45296521426
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,97,2221917.59591074,3390.94250622565,1145.85870530141,5.61024043292244,6.81765298554128,5260.59718673131,49461.4384139109,31.5151430855928,14.3121202941102,14.3121202941102,2271760.66911152,3467.00968165488,3092.00701180125,202.332133122508,87.3851898751511,3458.16142756164,48851.1598439212,1136.43591645481,183.41984204429,183.41984204429,1195209.11709922,1824.04847347138,2707.67209804408,284.44095262803,140.96389042092,738.474823904324,24029.9063276195,1597.61531541504,295.880509636636,295.880509636634,3019.5775384635,7673.08787461181,727.550059465073,235.166733281613,8682.00066135191
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,98,2221335.9889101,3315.12929589888,1121.72468473289,5.50909005739543,6.70823036258155,5149.79874590355,50252.6303978357,32.2101010970301,14.6502720045925,14.6502720045926,2271166.01523626,3389.49579466987,3026.88331124494,198.684167147796,85.982667747341,3385.32580059689,49632.6053967362,1161.49943002215,187.754097789088,187.754097789089,1194896.26031686,1783.26719501808,2650.64324065641,279.312598070658,138.701436384716,722.92110325726,24414.2997277818,1632.84990502412,302.872238472368,302.872238472366,2958.65109785979,7514.14942640472,714.898189770488,231.392334494638,8487.89228558683
1,"1A",0.8,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.4,0.5,0.3,0.3,0.00407,41,53,63,94,107,125,156,205,0.17886,0.47205,0.78571,0.33,1.65,0.48,0.00419,0.004,0.056,0.019,0.0899,0.035,99,2220766.81503246,3241.5279481456,1097.96491205583,5.40803595204531,6.59782677162084,5040.7184637033,51027.1095076688,32.8924194447493,14.9829268990558,14.9829268990558,2270584.0733895,3314.24338777268,2962.76948814836,195.039673020864,84.5675719481546,3313.61964043624,50397.5439558613,1186.10709689909,192.017898208772,192.017898208773,1194590.09153318,1743.67571690593,2594.49873346902,274.189124278761,136.418699350481,707.608575167779,24790.5733307196,1667.44365985886,309.750313532864,309.750313532863,2898.44786543409,7357.45406499514,702.220931321927,227.584098070256,8299.44705282421
