"Frontier","hosp","ue"
"","Objective-Min","Objective-Min"
"false","370590","351.55"
"false","370798","307.54"
"false","370851","303.15"
"false","371102","307.15"
"false","371102","391.35"
"false","371144","327.57"
"false","371225","328"
"false","371379","409.12"
"false","371402","345.95"
"false","371414","336.4"
"false","371451","337.95"
"false","371459","353.08"
"false","371463","382.72"
"false","371472","443.91"
"false","371472","443.91"
"false","371472","443.91"
"false","371482","354.99"
"false","371554","363.8"
"false","371594","255.1"
"false","371660","361.65"
"false","371721","348.73"
"false","371799","436.4"
"false","371823","322.92"
"false","371933","439.77"
"false","371958","418.39"
"false","371974","330.4"
"false","372000","337.12"
"false","372030","349"
"false","372067","272.2"
"false","372067","272.2"
"false","372154","360.74"
"false","372205","358.3"
"false","372210","336.89"
"false","372235","352.35"
"false","372246","350.45"
"false","372254","323.95"
"false","372255","338.33"
"false","372260","444.37"
"false","372339","318.16"
"false","372559","309.84"
"false","372619","365.4"
"false","372776","320.97"
"false","372792","322.5"
"false","372809","335.47"
"false","372809","335.47"
"false","373023","262.35"
"false","373031","316.59"
"false","373116","345.1"
"false","373270","348.65"
"false","373283","319.06"
"false","373354","329.6"
"false","373403","355.2"
"false","373533","436.12"
"false","373640","316.62"
"false","373652","316.6"
"false","373652","313.86"
"false","373715","333.45"
"false","374072","362.92"
"false","374089","286.65"
"false","374089","286.65"
"false","374144","284.15"
"false","374164","320.5"
"false","374164","320.5"
"false","374304","346.6"
"false","374323","310.95"
"false","374466","423.1"
"false","374517","311.65"
"false","374560","302.25"
"false","374591","332.74"
"false","374591","330.35"
"false","374623","335.14"
"false","374660","330.92"
"false","374692","273.9"
"false","374827","381.79"
"false","374866","323.99"
"false","375031","329.84"
"false","375154","315.05"
"false","375266","331.12"
"false","375369","263"
"false","375369","263"
"false","375369","263"
"false","375369","263"
"false","375369","263"
"false","375369","263"
"false","375369","263"
"false","375369","263"
"false","375527","323.55"
"false","375531","325.75"
"false","375612","434.85"
"false","375615","294.01"
"false","375617","303.49"
"false","375635","326.27"
"false","375635","240.42"
"false","375860","299.65"
"false","375860","299.65"
"false","375878","322.65"
"false","375940","303.05"
"false","376039","398.72"
"false","376046","407.57"
"false","376068","436.64"
"false","376114","321.87"
"false","376181","331.5"
"false","376418","325.62"
"false","376547","323"
"false","376638","376.22"
"false","376713","300.7"
"false","376816","340.66"
"false","376869","356.65"
"false","376893","320.07"
"false","376967","300.44"
"false","377084","321.75"
"false","377099","304.82"
"false","377099","304.82"
"false","377298","299.99"
"false","377337","315.65"
"false","377372","309.05"
"false","377387","350.25"
"false","377392","323.3"
"false","377400","360.35"
"false","377452","312"
"false","377471","346.04"
"false","377471","322.95"
"false","377540","397"
"false","377560","377.39"
"false","377636","300.94"
"false","377664","303.9"
"false","377699","239.15"
"false","377748","355.85"
"false","377966","393.8"
"false","378032","319.75"
"false","378033","319.28"
"false","378074","394.12"
"false","378104","330.15"
"false","378121","330.06"
"false","378123","318.85"
"false","378218","350.15"
"false","378418","316.6"
"false","378443","358.6"
"false","378444","314.4"
"false","378502","281.3"
"false","378578","331.75"
"false","378628","312.55"
"false","378650","351.84"
"false","378682","316.5"
"false","378754","257.85"
"false","378771","443.04"
"false","378794","388.69"
"false","378822","294.64"
"false","378859","320.35"
"false","378882","312.84"
"false","378882","297.45"
"false","378988","348.95"
"false","379019","312.81"
"false","379028","327.42"
"false","379082","307.15"
"false","379191","311.72"
"false","379269","400.73"
"false","379308","372.39"
"false","379373","324.45"
"false","379397","299.57"
"false","379487","307.6"
"false","379489","324.29"
"false","379539","311.35"
"false","379566","314.45"
"false","379632","329.18"
"false","379656","311.1"
"false","379763","296.37"
"false","379763","296.37"
"false","379825","359.95"
"false","379865","356.2"
"false","379977","290.7"
"false","380003","318.36"
"false","380049","292.3"
"false","380055","295.49"
"false","380093","300.95"
"false","380149","293.05"
"false","380160","345.24"
"false","380213","448.3"
"false","380336","307.81"
"false","380341","317.8"
"false","380348","302.8"
"false","380555","342.7"
"false","380638","301.6"
"false","380777","296.32"
"false","380923","405.22"
"false","380961","315.25"
"false","380990","315"
"false","381017","273.9"
"false","381043","404.9"
"false","381047","306.9"
"false","381098","300.4"
"false","381111","414"
"false","381165","263"
"false","381235","293.57"
"false","381260","386.9"
"false","381276","348.55"
"false","381295","319.6"
"false","381313","319.35"
"false","381412","302.82"
"false","381477","299.6"
"false","381483","239.55"
"false","381522","333.04"
"false","381631","293.59"
"false","381676","300.42"
"false","381688","289.8"
"false","381732","324.17"
"false","381801","291.75"
"false","381817","389.95"
"false","381931","300.2"
"false","382169","298.95"
"false","382195","298.4"
"false","382202","356.1"
"false","382221","346.4"
"false","382284","412.19"
"false","382466","315.72"
"false","382618","300.65"
"false","382635","269.7"
"false","382658","314.66"
"false","382706","367.08"
"false","382709","312.98"
"false","382722","300.24"
"false","382753","299.35"
"false","382825","310.34"
"false","382858","311.6"
"false","382915","314.45"
"false","382915","314.45"
"false","382922","293.85"
"false","382930","279.95"
"false","382935","309.49"
"false","382935","309.49"
"false","382949","279.1"
"false","382974","301.7"
"false","383014","413.55"
"false","383025","299.55"
"false","383036","294.7"
"false","383041","295.2"
"false","383063","373.05"
"false","383068","313.9"
"false","383069","304.69"
"false","383127","302"
"false","383198","292.65"
"false","383207","291.45"
"false","383210","298.95"
"false","383239","299.95"
"false","383244","312.95"
"false","383360","297.79"
"false","383433","281.5"
"false","383462","311.05"
"false","383465","223.1"
"false","383488","299.5"
"false","383518","278.4"
"false","383538","300.3"
"false","383721","269.74"
"false","383752","297.32"
"false","383880","315.8"
"false","383899","301.75"
"false","383982","277.39"
"false","383986","271.35"
"false","384021","284.5"
"false","384028","306.75"
"false","384058","284.3"
"false","384080","320.44"
"false","384095","309.95"
"false","384195","387.15"
"false","384205","334.12"
"false","384279","276.75"
"false","384298","397.32"
"false","384336","387.21"
"false","384397","295.85"
"false","384432","355.9"
"false","384439","301.46"
"false","384447","336.89"
"false","384541","332.22"
"false","384566","271.1"
"false","384576","342.8"
"false","384630","281.85"
"false","384689","308.82"
"false","384727","296.75"
"false","384882","317.07"
"false","384954","349.15"
"false","384967","395.57"
"false","384970","410.15"
"false","385014","297.35"
"false","385087","307.05"
"false","385129","388.15"
"false","385154","273.25"
"false","385155","286.3"
"false","385160","281.01"
"false","385175","288.4"
"false","385203","292.24"
"false","385240","299.3"
"false","385262","304.77"
"false","385291","310.65"
"false","385329","383.05"
"false","385351","314.6"
"false","385366","309.55"
"false","385386","263.97"
"false","385392","308.99"
"false","385411","301.3"
"false","385464","273.37"
"false","385542","338.21"
"false","385554","349.85"
"false","385621","284.85"
"false","385697","270.75"
"false","385740","317.96"
"false","385820","292.49"
"false","385820","287.52"
"false","385844","305.15"
"false","385877","307.29"
"false","385962","398.9"
"false","386082","313.95"
"false","386191","292"
"false","386209","250.9"
"false","386270","428.25"
"false","386270","428.25"
"false","386308","308.07"
"false","386311","293.34"
"false","386334","381.6"
"false","386346","380.02"
"false","386350","316.25"
"false","386440","365.65"
"false","386453","415.6"
"false","386512","296.82"
"false","386568","269.65"
"false","386590","309.16"
"false","386604","374.05"
"false","386609","218.6"
"false","386632","328.55"
"false","386680","288.84"
"false","386727","375.29"
"false","386803","296.37"
"false","386811","312.8"
"false","386830","303.09"
"false","386848","315.62"
"false","386962","279.25"
"false","387043","280.45"
"false","387069","295.95"
"false","387184","419.14"
"false","387285","382.01"
"false","387336","287.45"
"false","387339","396.15"
"false","387404","292.29"
"false","387511","307.36"
"false","387599","319.6"
"false","387710","296.4"
"false","387714","322.85"
"false","387731","289.35"
"false","387810","297.89"
"false","387922","389.32"
"false","387992","312.55"
"false","388014","303.35"
"false","388034","301.31"
"false","388143","279.55"
"false","388146","328.06"
"false","388151","320.15"
"false","388211","302.1"
"false","388232","392.95"
"false","388234","325.15"
"false","388259","308"
"false","388322","335.98"
"false","388360","367.5"
"false","388398","285.25"
"false","388439","402.65"
"false","388877","314.1"
"false","388919","385.2"
"false","388935","411.04"
"false","388940","264.37"
"false","388965","284"
"false","388987","254.21"
"false","389066","414.15"
"false","389135","269.05"
"false","389166","272.52"
"false","389241","346.5"
"false","389325","313.24"
"false","389331","286.05"
"false","389347","335.93"
"false","389445","291.14"
"false","389448","267.85"
"false","389454","394.58"
"false","389474","394.34"
"false","389641","345.37"
"false","389700","420.15"
"false","389741","407.81"
"false","389775","376.53"
"false","389809","345.2"
"false","389809","345.2"
"false","389809","345.2"
"false","389841","372.25"
"false","389900","362.08"
"false","389912","282.07"
"false","389937","317.05"
"false","389957","215.6"
"false","390059","266.78"
"false","390069","254.52"
"false","390101","249.36"
"false","390122","332.25"
"false","390135","319.4"
"false","390171","313.28"
"false","390203","311.5"
"false","390212","278.11"
"false","390249","364.58"
"false","390263","324.65"
"false","390298","277.02"
"false","390298","277.02"
"false","390307","289.28"
"false","390337","261.49"
"false","390427","289.8"
"false","390443","323.8"
"false","390672","282.55"
"false","390673","288.6"
"false","390677","246.67"
"false","390698","266.77"
"false","390721","271.22"
"false","390756","300.5"
"false","390791","304.5"
"false","390829","280.62"
"false","390925","293.05"
"false","390978","330.6"
"false","391043","338.75"
"false","391102","316.09"
"false","391156","302.35"
"false","391202","267.5"
"false","391218","263.9"
"false","391288","384.47"
"false","391383","275.5"
"false","391392","271.65"
"false","391440","324.1"
"false","391459","395.22"
"false","391504","285.1"
"false","391554","288.15"
"false","391626","280.2"
"false","391690","288.9"
"false","391693","277.1"
"false","391703","238.45"
"false","391704","316.05"
"false","391757","378.12"
"false","391859","265.29"
"false","391869","316.54"
"false","391895","294.4"
"false","391902","359.04"
"false","391903","377.02"
"false","391956","279.15"
"false","392014","247.19"
"false","392027","272.33"
"false","392049","326.72"
"false","392143","251.3"
"false","392160","297.15"
"false","392225","284.32"
"false","392249","300.57"
"false","392402","289.57"
"false","392517","340.35"
"false","392524","373.56"
"false","392531","382.25"
"false","392570","282.7"
"false","392597","418.77"
"false","392597","418.77"
"false","392633","225.32"
"false","392651","270.05"
"false","392699","291.55"
"false","392701","280.85"
"false","392732","252.41"
"false","392742","304.45"
"false","392810","283.4"
"false","392843","266.6"
"false","393015","319"
"false","393077","298.87"
"false","393085","375.82"
"false","393103","296.55"
"false","393255","237.5"
"false","393295","389.75"
"false","393306","322.79"
"false","393394","266.06"
"false","393411","285.75"
"false","393422","305.3"
"false","393453","355.7"
"false","393548","266.37"
